batch_id,entry_id,title,candidate_file,audited_file,audit_source_type,candidate_status,source_type,size,inspected_pixels,disallowed_pixels,disallowed_ratio,disallowed_bbox,dominant_disallowed,status,notes
lightweight-regen-002,J-22,,assets/ponchi/experiments/batches/lightweight-regen-002/J-22_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-22_base_1254x627.png,direct_image,,,1254x627,786258,7618,0.009689,"6,43,1233,539",blue:6634;neutral:498;dark:325;purple:105;orange:40,pass,
lightweight-regen-002,J-32,,assets/ponchi/experiments/batches/lightweight-regen-002/J-32_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-32_base_1254x627.png,direct_image,,,1254x627,786258,17348,0.022064,"12,50,1221,529",blue:16044;dark:654;neutral:500;purple:136;orange:10,fail,
lightweight-regen-002,J-41,,assets/ponchi/experiments/batches/lightweight-regen-002/J-41_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-41_base_1254x627.png,direct_image,,,1254x627,786258,12823,0.016309,"8,33,1215,549",blue:12090;neutral:359;dark:238;purple:82;orange:33,review,
lightweight-regen-002,J-50,,assets/ponchi/experiments/batches/lightweight-regen-002/J-50_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-50_base_1254x627.png,direct_image,,,1254x627,786258,8860,0.011269,"20,58,1220,512",blue:7695;dark:776;neutral:280;purple:84;orange:12,review,
lightweight-regen-002,J-52,,assets/ponchi/experiments/batches/lightweight-regen-002/J-52_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-52_base_1254x627.png,direct_image,,,1254x627,786258,16151,0.020542,"10,38,1233,536",blue:14817;dark:968;neutral:172;purple:117;orange:56,fail,
lightweight-regen-002,J-56,,assets/ponchi/experiments/batches/lightweight-regen-002/J-56_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-56_base_1254x627.png,direct_image,,,1254x627,786258,12541,0.015950,"12,23,1216,575",blue:11288;neutral:882;dark:290;purple:70;orange:6,review,
lightweight-regen-002,J-62,,assets/ponchi/experiments/batches/lightweight-regen-002/J-62_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-62_base_1254x627.png,direct_image,,,1254x627,786258,7201,0.009159,"22,39,1202,534",blue:5724;dark:1191;neutral:143;purple:133;orange:4,pass,
lightweight-regen-002,J-70,,assets/ponchi/experiments/batches/lightweight-regen-002/J-70_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-70_base_1254x627.png,direct_image,,,1254x627,786258,12538,0.015946,"13,35,1231,545",blue:11239;dark:695;neutral:511;purple:70;orange:10,review,
lightweight-regen-002,J-72,,assets/ponchi/experiments/batches/lightweight-regen-002/J-72_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-72_base_1254x627.png,direct_image,,,1254x627,786258,17573,0.022350,"4,22,1225,574",blue:14515;neutral:1997;dark:754;purple:269;orange:13,fail,
lightweight-regen-002,J-73,,assets/ponchi/experiments/batches/lightweight-regen-002/J-73_base_1254x627.png,assets/ponchi/experiments/batches/lightweight-regen-002/J-73_base_1254x627.png,direct_image,,,1254x627,786258,22810,0.029011,"3,24,1235,565",blue:19219;neutral:2208;dark:1100;purple:254;red:11,fail,
