"batch_id","batch_index","item_index","priority","visible_rank","entry_id","title","file_size_kb","score","regen_type","current_action","reasons","target_brief","status","prompt_path","candidate_path","audit_status","logo_need","logo_status","replacement_decision"
"lightweight-regen-001","1","14","P0","81","B-5","GitHub Copilot","32.5","96","richer_scene_regen","sparse_diagram_review","color_review;official_asset_color_context;sparse_logo_diagram","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-001/B-5.md","assets/ponchi/experiments/batches/lightweight-regen-001/B-5_base_1254x627.png","image_review_color_review","required_review","pending_overlay_or_clearspace_review","needs_logo_clearspace_or_visual_review"
"lightweight-regen-001","1","15","P0","86","B-2","Claude","34.5","95","composition_regen","composition_regen_review","known_padding_2to1;color_review;official_asset_color_context;sparse_logo_diagram","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-001/B-2.md","assets/ponchi/experiments/batches/lightweight-regen-001/B-2_base_1254x627.png","image_review_color_review","required_review","pending_overlay_or_clearspace_review","needs_logo_clearspace_or_visual_review"
"lightweight-regen-001","1","16","P0","93","B-3","ChatGPT","39.4","87","composition_regen","composition_regen_review","線密度;known_padding_2to1","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-001/B-3.md","assets/ponchi/experiments/batches/lightweight-regen-001/B-3_base_1254x627.png","image_review_color_review","required_review","pending_overlay_or_clearspace_review","needs_logo_clearspace_or_visual_review"
"lightweight-regen-001","1","17","P1","2","I-21","Puppeteer MCP","13.4","89","lightweight_quality_regen","light_review","線密度","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-001/I-21.md","assets/ponchi/experiments/batches/lightweight-regen-001/I-21_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-001","1","18","P1","3","J-4","ASI","15.1","94","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-001/J-4.md","assets/ponchi/experiments/batches/lightweight-regen-001/J-4_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-001","1","19","P1","4","J-80","SATA","15.8","87","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-001/J-80.md","assets/ponchi/experiments/batches/lightweight-regen-001/J-80_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-001","1","20","P1","5","J-19","量子化","16.0","86","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-001/J-19.md","assets/ponchi/experiments/batches/lightweight-regen-001/J-19_base_1254x627.png","image_pass_color_pass","not_needed","not_required","replace_candidate_ready"
"lightweight-regen-002","2","1","P1","8","J-22","パラメータ数の単位","16.7","90","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-22.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-22_base_1254x627.png","image_pass_color_pass","not_needed","not_required","replace_candidate_ready"
"lightweight-regen-002","2","2","P1","9","I-22","Chrome DevTools MCP","16.8","95","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/I-22.md","assets/ponchi/experiments/batches/lightweight-regen-002/I-22_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-002","2","3","P1","10","J-52","Sycophancy","17.4","90","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-52.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-52_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-002","2","4","P1","11","J-73","Blackwell","17.4","90","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-73.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-73_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-002","2","5","P1","13","J-70","VRAM","17.6","96","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-70.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-70_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","6","P1","14","J-62","チューリングテスト","18.3","91","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-62.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-62_base_1254x627.png","image_pass_color_pass","not_needed","not_required","replace_candidate_ready"
"lightweight-regen-002","2","7","P1","15","J-21","LoRA","18.4","87","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-21.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-21_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","8","P1","16","J-50","AI 倫理","18.4","84","lightweight_quality_regen","visual_review","濃淡","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-50.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-50_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","9","P1","17","J-56","GDPR","18.4","93","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-56.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-56_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","10","P1","18","A-7","図のタイプ","18.5","85","lightweight_quality_regen","light_review","濃淡","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/A-7.md","assets/ponchi/experiments/batches/lightweight-regen-002/A-7_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","11","P1","19","J-41","DX","18.5","91","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-41.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-41_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","12","P1","21","J-32","ノイマン型","18.9","92","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-32.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-32_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-002","2","13","P1","22","I-24","Context7 MCP","19.0","92","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/I-24.md","assets/ponchi/experiments/batches/lightweight-regen-002/I-24_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","14","P1","23","I-80","自作 MCP のテンプレ","19.0","85","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/I-80.md","assets/ponchi/experiments/batches/lightweight-regen-002/I-80_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","15","P1","24","J-2","強い AI／弱い AI","19.1","92","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-2.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-2_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","16","P1","25","J-72","H100","19.1","95","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-72.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-72_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-002","2","17","P1","26","J-1","AGI","19.8","91","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-1.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-1_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","18","P1","27","A-1","まえがき","20.0","87","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/A-1.md","assets/ponchi/experiments/batches/lightweight-regen-002/A-1_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-002","2","19","P1","28","I-10","Filesystem MCP","20.0","95","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/I-10.md","assets/ponchi/experiments/batches/lightweight-regen-002/I-10_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-002","2","20","P1","29","J-16","Fine-tuning","20.0","91","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-002/J-16.md","assets/ponchi/experiments/batches/lightweight-regen-002/J-16_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","1","P1","30","J-77","GPU (概念)","20.3","96","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-77.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-77_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","2","P1","31","A-8","色・記号の凡例","20.4","82","lightweight_quality_regen","visual_review","濃淡","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/A-8.md","assets/ponchi/experiments/batches/lightweight-regen-003/A-8_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","3","P1","32","J-55","個人情報保護法","20.9","89","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-55.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-55_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-003","3","4","P1","33","J-79","SSD","20.9","96","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-79.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-79_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","5","P1","35","J-31","第 5 世代コンピュータ","21.3","93","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-31.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-31_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-003","3","6","P1","36","I-30","Notion MCP","21.5","94","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/I-30.md","assets/ponchi/experiments/batches/lightweight-regen-003/I-30_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","7","P1","37","J-51","Hallucination","21.7","88","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-51.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-51_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","8","P1","39","A-11","略称表記","22.2","89","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/A-11.md","assets/ponchi/experiments/batches/lightweight-regen-003/A-11_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","9","P1","40","J-75","Tensor コア","22.2","86","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-75.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-75_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","10","P1","41","J-76","CPU","22.4","91","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-76.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-76_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-003","3","11","P1","42","A-5","読者レベルの凡例","22.5","85","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/A-5.md","assets/ponchi/experiments/batches/lightweight-regen-003/A-5_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","12","P1","43","I-1","MCP","23.1","95","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/I-1.md","assets/ponchi/experiments/batches/lightweight-regen-003/I-1_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","13","P1","44","J-74","RTX シリーズ","23.2","91","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-74.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-74_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","14","P1","45","J-18","MoE","23.3","88","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-18.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-18_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","15","P1","46","J-71","RAM","23.5","94","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/J-71.md","assets/ponchi/experiments/batches/lightweight-regen-003/J-71_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","16","P1","47","A-3","図鑑の歩き方","24.1","79","lightweight_quality_regen","visual_review","濃淡;線密度;余白","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/A-3.md","assets/ponchi/experiments/batches/lightweight-regen-003/A-3_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","17","P1","49","I-20","Playwright MCP","24.1","97","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/I-20.md","assets/ponchi/experiments/batches/lightweight-regen-003/I-20_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","18","P1","50","A-6","評価日・時変情報の見方","24.4","83","lightweight_quality_regen","visual_review","濃淡","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/A-6.md","assets/ponchi/experiments/batches/lightweight-regen-003/A-6_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-003","3","19","P1","52","I-12","Git MCP","24.6","85","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/I-12.md","assets/ponchi/experiments/batches/lightweight-regen-003/I-12_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-003","3","20","P1","53","H-62","Anthropic 創業の流れ","24.7","92","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-003/H-62.md","assets/ponchi/experiments/batches/lightweight-regen-003/H-62_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-004","4","1","P1","54","J-3","Singularity","24.7","89","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-004/J-3.md","assets/ponchi/experiments/batches/lightweight-regen-004/J-3_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-004","4","2","P1","55","I-11","GitHub MCP","24.9","93","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-004/I-11.md","assets/ponchi/experiments/batches/lightweight-regen-004/I-11_base_1254x627.png","image_pass_color_review","not_needed","not_required","replace_candidate_visual_review"
"lightweight-regen-004","4","3","P2","56","J-13","Transformer","25.1","87","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-004/J-13.md","assets/ponchi/experiments/batches/lightweight-regen-004/J-13_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
"lightweight-regen-004","4","4","P2","57","A-10","更新履歴と更新方針","25.2","85","lightweight_quality_regen","light_review","","2:1で意味が広がる構図に作り直す。軽い箱線だけ、ロゴ依存、薄い図解を避ける","candidate_generated","assets/ponchi/pipeline_prompts/lightweight-regen-004/A-10.md","assets/ponchi/experiments/batches/lightweight-regen-004/A-10_base_1254x627.png","image_pass_color_fail","not_needed","not_required","needs_color_fix_before_replace"
