"entry_id","title","category","status","md_path","has_svg","has_final_image","priority","notes"
"D-47","DeepSeek R1","model","ready","content/entries/model/D-47_deepseek_r1[済].md","False","False","ready_missing_svg","missing_svg"
"D-50","DALL-E","model","ready","content/entries/model/D-50_dall_e[済].md","False","False","ready_missing_svg","missing_svg"
"D-51","Imagen","model","ready","content/entries/model/D-51_imagen[済].md","False","False","ready_missing_svg","missing_svg"
"D-52","Sora","model","ready","content/entries/model/D-52_sora[済].md","False","False","ready_missing_svg","missing_svg"
"D-53","Veo","model","ready","content/entries/model/D-53_veo[済].md","False","False","ready_missing_svg","missing_svg"
"D-54","Stable Diffusion","model","ready","content/entries/model/D-54_stable_diffusion[済].md","False","False","ready_missing_svg","missing_svg"
"D-55","Nano Banana","model","ready","content/entries/model/D-55_nano_banana[済].md","False","False","ready_missing_svg","missing_svg"
"D-56","Seedance","model","ready","content/entries/model/D-56_seedance[済].md","False","False","ready_missing_svg","missing_svg"
"D-57","Flow","model","ready","content/entries/model/D-57_flow[済].md","False","False","ready_missing_svg","missing_svg"
"D-58","Whisk","model","ready","content/entries/model/D-58_whisk[済].md","False","False","ready_missing_svg","missing_svg"
"D-60","AlphaGo","model","ready","content/entries/model/D-60_alphago[済].md","False","False","ready_missing_svg","missing_svg"
"D-70","Amical","model","needs_review","content/entries/model/D-70_amical[人書].md","False","False","later","missing_svg"
"D-71","Whisper","model","ready","content/entries/model/D-71_whisper[済].md","False","False","ready_missing_svg","missing_svg"
"E-1","SWE-Bench","benchmark","ready","content/entries/benchmark/E-1_swe_bench[済].md","True","False","ready_svg_to_image","needs_final_image"
"E-2","SWE-Bench Verified","benchmark","ready","content/entries/benchmark/E-2_swe_bench_verified[済].md","False","False","ready_missing_svg","missing_svg"
"E-3","Terminal-Bench","benchmark","ready","content/entries/benchmark/E-3_terminal_bench[済].md","False","False","ready_missing_svg","missing_svg"
"E-4","HumanEval","benchmark","ready","content/entries/benchmark/E-4_humaneval[済].md","False","False","ready_missing_svg","missing_svg"
"E-20","MMLU","benchmark","ready","content/entries/benchmark/E-20_mmlu[済].md","False","False","ready_missing_svg","missing_svg"
"E-21","MMLU-Pro","benchmark","ready","content/entries/benchmark/E-21_mmlu_pro[済].md","False","False","ready_missing_svg","missing_svg"
"E-22","GPQA","benchmark","ready","content/entries/benchmark/E-22_gpqa[済].md","False","False","ready_missing_svg","missing_svg"
"E-23","GSM8K","benchmark","ready","content/entries/benchmark/E-23_gsm8k[済].md","False","False","ready_missing_svg","missing_svg"
"E-24","MATH","benchmark","ready","content/entries/benchmark/E-24_math[済].md","False","False","ready_missing_svg","missing_svg"
"E-25","AIME","benchmark","ready","content/entries/benchmark/E-25_aime[済].md","False","False","ready_missing_svg","missing_svg"
"E-26","Humanity's Last Exam","benchmark","ready","content/entries/benchmark/E-26_humanity_s_last_exam[済].md","False","False","ready_missing_svg","missing_svg"
"E-27","IQ Bench","benchmark","ready","content/entries/benchmark/E-27_iq_bench[済].md","False","False","ready_missing_svg","missing_svg"
"E-30","TAU-Bench","benchmark","ready","content/entries/benchmark/E-30_tau_bench[済].md","False","False","ready_missing_svg","missing_svg"
"E-31","WebArena","benchmark","needs_review","content/entries/benchmark/E-31_webarena[人書].md","False","False","later","missing_svg"
"E-32","GAIA","benchmark","needs_review","content/entries/benchmark/E-32_gaia[人書].md","False","False","later","missing_svg"
"E-33","AgentBench","benchmark","needs_review","content/entries/benchmark/E-33_agentbench[人書].md","False","False","later","missing_svg"
"E-34","OSWorld","benchmark","needs_review","content/entries/benchmark/E-34_osworld[人書].md","False","False","later","missing_svg"
"E-50","Chatbot Arena","benchmark","ready","content/entries/benchmark/E-50_chatbot_arena[済].md","False","False","ready_missing_svg","missing_svg"
"E-51","LMSYS Arena","benchmark","needs_review","content/entries/benchmark/E-51_lmsys_arena[人書].md","False","False","later","missing_svg"
"F-1","JavaScript","term_tool","ready","content/entries/term_tool/F-1_javascript[済].md","True","True","pilot","complete"
"F-2","TypeScript","term_tool","ready","content/entries/term_tool/F-2_typescript[済].md","True","True","pilot","complete"
"F-3","Python","term_tool","ready","content/entries/term_tool/F-3_python[済].md","False","False","ready_missing_svg","missing_svg"
"F-4","HTML","term_tool","ready","content/entries/term_tool/F-4_html[済].md","False","False","ready_missing_svg","missing_svg"
"F-5","CSS","term_tool","ready","content/entries/term_tool/F-5_css[済].md","False","False","ready_missing_svg","missing_svg"
"F-6","Markdown","term_tool","ready","content/entries/term_tool/F-6_markdown[済].md","False","False","ready_missing_svg","missing_svg"
"F-7","YAML","term_tool","needs_review","content/entries/term_tool/F-7_yaml[人書].md","False","False","later","missing_svg"
"F-8","JSON","term_tool","ready","content/entries/term_tool/F-8_json[済].md","False","False","ready_missing_svg","missing_svg"
"F-9","SVG","term_tool","ready","content/entries/term_tool/F-9_svg[済].md","False","False","ready_missing_svg","missing_svg"
"F-10","React","term_tool","ready","content/entries/term_tool/F-10_react[済].md","False","False","ready_missing_svg","missing_svg"
"F-11","Next.js","term_tool","ready","content/entries/term_tool/F-11_next_js[済].md","False","False","ready_missing_svg","missing_svg"
"F-12","Electron","term_tool","ready","content/entries/term_tool/F-12_electron[済].md","False","False","ready_missing_svg","missing_svg"
"F-13","Tauri","term_tool","ready","content/entries/term_tool/F-13_tauri[済].md","False","False","ready_missing_svg","missing_svg"
"F-14","three.js","term_tool","ready","content/entries/term_tool/F-14_three_js[済].md","False","False","ready_missing_svg","missing_svg"
"F-15","shadcn/ui","term_tool","needs_review","content/entries/term_tool/F-15_shadcn_ui[人書].md","False","False","later","missing_svg"
"F-16","Tailwind CSS","term_tool","ready","content/entries/term_tool/F-16_tailwind_css[済].md","False","False","ready_missing_svg","missing_svg"
"F-17","Astro","term_tool","ready","content/entries/term_tool/F-17_astro[済].md","False","False","ready_missing_svg","missing_svg"
"F-20","ESLint","term_tool","ready","content/entries/term_tool/F-20_eslint[済].md","False","False","ready_missing_svg","missing_svg"
"F-21","Prettier","term_tool","ready","content/entries/term_tool/F-21_prettier[済].md","False","False","ready_missing_svg","missing_svg"
"F-30","VS Code","term_tool","ready","content/entries/term_tool/F-30_vs_code[済].md","False","False","ready_missing_svg","missing_svg"
"F-34","VS Code 拡張機能","term_tool","drafting","","False","False","later","missing_svg"
"F-35","Markdown Preview Enhanced","term_tool","ready","content/entries/term_tool/F-35_markdown_preview_enhanced[済].md","False","False","ready_missing_svg","missing_svg"
"F-36","Git Graph","term_tool","ready","content/entries/term_tool/F-36_git_graph[済].md","False","False","ready_missing_svg","missing_svg"
"F-37","Japanese Language Pack for VS Code","term_tool","ready","content/entries/term_tool/F-37_japanese_language_pack_for_vs_code[済].md","False","False","ready_missing_svg","missing_svg"
"F-38","Markdown All in One","term_tool","ready","content/entries/term_tool/F-38_markdown_all_in_one[済].md","False","False","ready_missing_svg","missing_svg"
"F-40","npm","term_tool","ready","content/entries/term_tool/F-40_npm[済].md","False","False","ready_missing_svg","missing_svg"
"F-41","Vite","term_tool","ready","content/entries/term_tool/F-41_vite[済].md","False","False","ready_missing_svg","missing_svg"
"F-42","ビルド","term_tool","ready","content/entries/term_tool/F-42_build[済].md","False","False","ready_missing_svg","missing_svg"
"F-44","pnpm","term_tool","ready","content/entries/term_tool/F-44_pnpm[済].md","False","False","ready_missing_svg","missing_svg"
"F-50","git","term_tool","ready","content/entries/term/F-50_git[済].md","True","False","ready_svg_to_image","needs_final_image"
"F-51","git push","term_tool","ready","content/entries/term_tool/F-51_git_push[済].md","False","False","ready_missing_svg","missing_svg"
"F-52","git pull","term_tool","ready","content/entries/term_tool/F-52_git_pull[済].md","False","False","ready_missing_svg","missing_svg"
"F-53","branch","term_tool","ready","content/entries/term_tool/F-53_branch[済].md","False","False","ready_missing_svg","missing_svg"
"F-54","commit","term_tool","ready","content/entries/term_tool/F-54_commit[済].md","False","False","ready_missing_svg","missing_svg"
"F-55","merge","term_tool","ready","content/entries/term_tool/F-55_merge[済].md","False","False","ready_missing_svg","missing_svg"
"F-56",".gitignore","term_tool","ready","content/entries/term_tool/F-56_gitignore[済].md","False","False","ready_missing_svg","missing_svg"
"F-57","リポジトリ","term_tool","needs_review","","False","False","later","missing_svg"
"F-58","git stash","term_tool","needs_review","content/entries/term_tool/F-58_git_stash[済].md","False","False","later","missing_svg"
"F-59","README.md","term_tool","needs_review","content/entries/term_tool/F-59_readme_md[人書].md","False","False","later","missing_svg"
"F-60","GitHub","term_tool","needs_review","content/entries/term_tool/F-60_github[人書].md","False","False","later","missing_svg"
"F-61","Pull Request","term_tool","needs_review","content/entries/term_tool/F-61_pull_request[人書].md","False","False","later","missing_svg"
"F-62","GitHub Actions","term_tool","needs_review","content/entries/term_tool/F-62_github_actions[人書].md","False","False","later","missing_svg"
"F-71","ripgrep (rg)","term_tool","needs_review","content/entries/term_tool/F-71_ripgrep[人書].md","False","False","later","missing_svg"
"F-80","Node.js","term_tool","needs_review","content/entries/term_tool/F-80_node_js[人書].md","False","False","later","missing_svg"
"F-81","bash","term_tool","needs_review","content/entries/term_tool/F-81_bash[済].md","False","False","later","missing_svg"
"F-82","WSL","term_tool","needs_review","content/entries/term_tool/F-82_wsl[済].md","False","False","later","missing_svg"
"F-83","PowerShell","term_tool","needs_review","content/entries/term_tool/F-83_powershell[済].md","False","False","later","missing_svg"
"F-84","Ghostty","term_tool","needs_review","content/entries/term_tool/F-84_ghostty[人書].md","False","False","later","missing_svg"
"F-85","SuperClaude Framework","term_tool","needs_review","content/entries/term_tool/F-85_superclaude_framework[人書].md","False","False","later","missing_svg"
"F-86","ollama","term_tool","needs_review","content/entries/term_tool/F-86_ollama[人書].md","False","False","later","missing_svg"
"F-87","sudo","term_tool","needs_review","content/entries/term_tool/F-87_sudo[人書].md","False","False","later","missing_svg"
"F-90","Docker","term_tool","needs_review","content/entries/term_tool/F-90_docker[人書].md","False","False","later","missing_svg"
"F-91",".env","term_tool","needs_review","content/entries/term_tool/F-91_env[人書].md","False","False","later","missing_svg"
"F-100","拡張子早見表","term_tool","needs_review","content/entries/term_tool/F-100_file_extensions_guide[人書].md","False","False","later","missing_svg"
"F-101",".ico","term_tool","needs_review","content/entries/term_tool/F-101_ico[人書].md","False","False","later","missing_svg"
"F-102",".mp4","term_tool","needs_review","content/entries/term_tool/F-102_mp4[人書].md","False","False","later","missing_svg"
"F-103",".mp3","term_tool","needs_review","content/entries/term_tool/F-103_mp3[人書].md","False","False","later","missing_svg"
"F-104",".webp","term_tool","needs_review","content/entries/term_tool/F-104_webp[人書].md","False","False","later","missing_svg"
"F-110","Lighthouse","term_tool","needs_review","content/entries/term_tool/F-110_lighthouse[人書].md","False","False","later","missing_svg"
"F-111","a11y","term_tool","needs_review","content/entries/term_tool/F-111_a11y[人書].md","False","False","later","missing_svg"
"F-120","PostgreSQL","term_tool","needs_review","content/entries/term_tool/F-120_postgresql[人書].md","False","False","later","missing_svg"
"F-121","SQLite","term_tool","needs_review","content/entries/term_tool/F-121_sqlite[人書].md","False","False","later","missing_svg"
"F-122","Prisma","term_tool","needs_review","content/entries/term_tool/F-122_prisma[人書].md","False","False","later","missing_svg"
"F-123","ORM","term_tool","needs_review","content/entries/term_tool/F-123_orm[人書].md","False","False","later","missing_svg"
"F-130","OAuth","term_tool","needs_review","content/entries/term_tool/F-130_oauth[人書].md","False","False","later","missing_svg"
"F-140","Mermaid","term_tool","needs_review","content/entries/term_tool/F-140_mermaid[人書].md","False","False","later","missing_svg"
"F-141","PlantUML","term_tool","needs_review","content/entries/term_tool/F-141_plantuml[人書].md","False","False","later","missing_svg"
"F-150","MIT ライセンス","term_tool","drafting","","False","False","later","missing_svg"
"F-151","Apache 2.0","term_tool","needs_review","content/entries/term_tool/F-151_apache_2_0[人書].md","False","False","later","missing_svg"
"F-152","GPL","term_tool","needs_review","content/entries/term_tool/F-152_gpl[人書].md","False","False","later","missing_svg"
"F-153","Creative Commons","term_tool","needs_review","content/entries/term_tool/F-153_creative_commons[人書].md","False","False","later","missing_svg"
"F-154","OSS","term_tool","needs_review","content/entries/term_tool/F-154_oss[人書].md","False","False","later","missing_svg"
"F-160","DOM","term_tool","needs_review","content/entries/term_tool/F-160_dom[人書].md","False","False","later","missing_svg"
"F-161","SSR","term_tool","needs_review","content/entries/term_tool/F-161_ssr[人書].md","False","False","later","missing_svg"
"F-162","SSG","term_tool","needs_review","content/entries/term_tool/F-162_ssg[人書].md","False","False","later","missing_svg"
"F-170","EC2","term_tool","needs_review","content/entries/term_tool/F-170_ec2[人書].md","False","False","later","missing_svg"
"F-171","S3","term_tool","needs_review","content/entries/term_tool/F-171_s3[人書].md","False","False","later","missing_svg"
"F-172","IAM","term_tool","needs_review","content/entries/term_tool/F-172_iam[人書].md","False","False","later","missing_svg"
"F-180","OpenGL","term_tool","needs_review","content/entries/term_tool/F-180_opengl[人書].md","False","False","later","missing_svg"
"F-181","WebGL","term_tool","needs_review","content/entries/term_tool/F-181_webgl[人書].md","False","False","later","missing_svg"
"F-190","サブルーチン","term_tool","needs_review","content/entries/term_tool/F-190_subroutine[人書].md","False","False","later","missing_svg"
"F-200","Rust","term_tool","needs_review","content/entries/term_tool/F-200_rust[人書].md","False","False","later","missing_svg"
"G-1","Context (コンテキスト)","term_llm","ready","content/entries/term/G-1_context[済].md","True","True","pilot","complete"
"G-2","Token","term_llm","ready","content/entries/term_llm/G-2_token[済].md","False","False","ready_missing_svg","missing_svg"
"G-3","Dictation","term_llm","ready","content/entries/term_llm/G-3_dictation[済].md","False","False","ready_missing_svg","missing_svg"
"G-4","System Prompt","term_llm","needs_review","content/entries/term_llm/G-4_system_prompt[人書].md","False","False","later","missing_svg"
"G-5","Context Window","term_llm","ready","content/entries/term_llm/G-5_context_window[済].md","False","False","ready_missing_svg","missing_svg"
"G-6","One-shot","term_llm","ready","content/entries/term_llm/G-6_one_shot[済].md","False","False","ready_missing_svg","missing_svg"
"G-7","指示追従性","term_llm","ready","content/entries/term_llm/G-7_instruction-following[済].md","False","False","ready_missing_svg","missing_svg"
"G-8","決定論的／非決定論的","term_llm","needs_review","","False","False","later","missing_svg"
"G-9","effort レベル","term_llm","drafting","","False","False","later","missing_svg"
"G-10","Prompt Engineering","term_llm","ready","content/entries/term_llm/G-10_prompt_engineering[済].md","False","False","ready_missing_svg","missing_svg"
"G-11","Context Engineering","term_llm","ready","content/entries/term_llm/G-11_context_engineering[済].md","False","False","ready_missing_svg","missing_svg"
"G-12","Agent Design","term_llm","needs_review","content/entries/term_llm/G-12_agent_design[人書].md","False","False","later","missing_svg"
"G-13","Few-shot Learning","term_llm","ready","content/entries/term_llm/G-13_few_shot_learning[済].md","False","False","ready_missing_svg","missing_svg"
"G-14","Thinking モデル","term_llm","ready","content/entries/term_llm/G-14_thinking_model[済].md","False","False","ready_missing_svg","missing_svg"
"G-15","RAG","term_llm","ready","content/entries/term_llm/G-15_rag[済].md","False","False","ready_missing_svg","missing_svg"
"G-16","Embedding","term_llm","ready","content/entries/term_llm/G-16_embedding[済].md","False","False","ready_missing_svg","missing_svg"
"G-17","ベクトル DB","term_llm","drafting","","False","False","later","missing_svg"
"G-18","Chain of Thought","term_llm","ready","content/entries/term_llm/G-18_chain_of_thought[済].md","False","False","ready_missing_svg","missing_svg"
"G-19","Prompt Caching","term_llm","ready","content/entries/term_llm/G-19_prompt_caching[済].md","False","False","ready_missing_svg","missing_svg"
"G-20","CLAUDE.md","tool_agent","ready","content/entries/tool_agent/G-20_claude_md[済].md","False","False","ready_missing_svg","missing_svg"
"G-21","AGENTS.md","tool_agent","ready","content/entries/tool_agent/G-21_agents_md[済].md","False","False","ready_missing_svg","missing_svg"
"G-22","SKILL.md","tool_agent","ready","content/entries/tool_agent/G-22_skill_md[済].md","False","False","ready_missing_svg","missing_svg"
"G-23",".claude/settings.json","tool_agent","ready","content/entries/tool_agent/G-23_claude_settings_json[済].md","False","False","ready_missing_svg","missing_svg"
